Date / Time,CPU Usage %,Temperature C
4/28/17 20:42,31.6,61.8
4/28/17 20:42,27.2,60.7
4/28/17 20:42,35.2,62.3
4/28/17 20:42,29.6,61.8
4/28/17 20:42,28.9,61.8
4/28/17 20:42,31.4,61.2
4/28/17 20:42,27.9,61.8
4/28/17 20:42,31,61.8
4/28/17 20:43,29.9,62.3
4/28/17 20:43,29.4,61.2
4/28/17 20:43,32.1,62.3
4/28/17 20:43,30.2,61.8
4/28/17 20:43,29.8,61.8
4/28/17 20:43,32.4,62.3
4/28/17 20:43,28.5,62.3
4/28/17 20:44,29.6,62.3
4/28/17 20:44,29.6,62.8
4/28/17 20:44,29.1,62.3
4/28/17 20:44,30,62.3
4/28/17 20:44,29.5,62.8
4/28/17 20:44,30.5,62.3
4/28/17 20:44,31.2,62.3
4/28/17 20:44,27.7,62.3
4/28/17 20:45,30.7,62.8
4/28/17 20:45,33.5,62.3
4/28/17 20:45,30.4,62.8
4/28/17 20:45,29.3,62.8
4/28/17 20:45,26.5,62.3
4/28/17 20:45,31.2,62.3
4/28/17 20:45,29.3,62.3
4/28/17 20:45,30.4,62.3
4/28/17 20:46,31.6,62.8
4/28/17 20:46,28.3,62.8
4/28/17 20:46,31.2,62.8
4/28/17 20:46,28.5,62.8
4/28/17 20:46,29.2,62.8
4/28/17 20:46,30.9,63.4
4/28/17 20:46,27.8,62.8
4/28/17 20:46,30.4,62.3
4/28/17 20:47,27.4,63.4
4/28/17 20:47,29.9,62.8
4/28/17 20:47,30.2,63.4
4/28/17 20:47,30.1,62.8
4/28/17 20:47,30.1,62.3
4/28/17 20:47,29.5,62.8
4/28/17 20:47,31.1,62.8
4/28/17 20:47,33.9,64.5
4/28/17 20:48,31.1,63.4
4/28/17 20:48,32.4,64.5
4/28/17 20:48,26.9,63.4
4/28/17 20:48,30.7,63.4
4/28/17 20:48,30.5,63.9
4/28/17 20:48,29.9,62.8
4/28/17 20:48,30.8,63.4
4/28/17 20:48,28.3,62.8
4/28/17 20:49,30.4,63.4
4/28/17 20:49,38.4,65
4/28/17 20:49,37.8,65
4/28/17 20:49,45.6,66.1
4/28/17 20:49,34.9,65
4/28/17 20:49,32.9,65
4/28/17 20:49,28.7,64.5
4/28/17 20:50,28.5,63.9
4/28/17 20:50,30.6,65
4/28/17 20:50,29.7,63.9
4/28/17 20:50,30.4,64.5
4/28/17 20:50,29.4,64.5
4/28/17 20:50,29.7,63.9
4/28/17 20:50,37.4,65.5
4/28/17 20:50,28.4,63.4
4/28/17 20:51,31.8,63.9
4/28/17 20:51,30.1,65
4/28/17 20:51,29.7,63.4
4/28/17 20:51,30.5,63.9
4/28/17 20:51,28.5,63.4
4/28/17 20:51,32,64.5
4/28/17 20:51,28.5,63.9
4/28/17 20:51,29.7,64.5
4/28/17 20:52,38.6,65
4/28/17 20:52,29.9,65
4/28/17 20:52,30.4,64.5
4/28/17 20:52,29.2,64.5
4/28/17 20:52,29.2,64.5
4/28/17 20:52,31.8,65
4/28/17 20:52,28.1,64.5
4/28/17 20:52,31,65
4/28/17 20:53,29.1,64.5
4/28/17 20:53,30.7,64.5
4/28/17 20:53,30,65
4/28/17 20:53,28.2,63.9
4/28/17 20:53,33.7,65
4/28/17 20:53,31.4,64.5
4/28/17 20:53,30.9,64.5
4/28/17 20:53,29.9,65.5
4/28/17 20:54,28.2,64.5
4/28/17 20:54,30.8,64.5
4/28/17 20:54,28.2,65
4/28/17 20:54,29.7,64.5
4/28/17 20:54,30.4,65.5
4/28/17 20:54,29.3,65
4/28/17 20:54,32,65
4/28/17 20:54,29,65
4/28/17 20:55,31.1,64.5
4/28/17 20:55,30.8,65.5
4/28/17 20:55,28.7,64.5
4/28/17 20:55,29.4,65
4/28/17 20:55,27.9,63.9
4/28/17 20:55,32.6,65
4/28/17 20:55,29.9,65
4/28/17 20:55,28.5,64.5
4/28/17 20:56,31.4,65
4/28/17 20:56,30.5,64.5
4/28/17 20:56,31.9,65
4/28/17 20:56,33.1,65.5
4/28/17 20:56,30.4,64.5
4/28/17 20:56,36,66.1
4/28/17 20:56,47.7,67.1
4/28/17 20:56,43.6,68.2
4/28/17 20:57,55.9,69.3
4/28/17 20:57,41.6,67.7
4/28/17 20:57,47.2,69.3
4/28/17 20:57,48.1,69.3
4/28/17 20:57,46.7,69.3
4/28/17 20:57,47.6,69.8
4/28/17 20:57,48.1,69.8
4/28/17 20:58,54.3,70.9
4/28/17 20:58,47.9,69.8
4/28/17 20:58,47.5,69.8
4/28/17 20:58,46.2,69.8
4/28/17 20:58,50.7,70.4
4/28/17 20:58,50.5,70.9
4/28/17 20:58,48.1,70.9
4/28/17 20:58,52.5,70.9
4/28/17 20:59,42.4,69.3
4/28/17 20:59,43.4,70.9
4/28/17 20:59,46.5,70.9
4/28/17 20:59,35.9,68.8
4/28/17 20:59,42.7,69.8
4/28/17 20:59,31.1,67.7
4/28/17 20:59,33.6,67.7
4/28/17 20:59,31.5,67.7
4/28/17 21:00,39.2,68.8
4/28/17 21:00,43.4,69.3
4/28/17 21:00,41.6,68.8
4/28/17 21:00,39.1,68.8
4/28/17 21:00,29.3,67.1
4/28/17 21:00,30.4,67.1
4/28/17 21:00,30.3,66.6
4/28/17 21:00,30.4,66.6
4/28/17 21:01,30.7,66.6
4/28/17 21:01,29.6,66.1
4/28/17 21:01,32.5,66.6
4/28/17 21:01,34.2,67.1
4/28/17 21:01,30.9,66.6
4/28/17 21:01,34.4,66.6
4/28/17 21:01,28.9,66.6
4/28/17 21:01,33.2,66.6
4/28/17 21:02,31.8,66.1
4/28/17 21:02,34,66.6
4/28/17 21:02,30.6,66.6
4/28/17 21:02,28.8,66.6
4/28/17 21:02,30.4,66.1
4/28/17 21:02,29,66.6
4/28/17 21:02,31.5,66.6
4/28/17 21:02,30.2,66.6
4/28/17 21:03,30.1,66.1
4/28/17 21:03,31,66.6
4/28/17 21:03,28.8,67.1
4/28/17 21:03,34.5,66.6
4/28/17 21:03,28.7,66.1
4/28/17 21:03,32.7,66.6
4/28/17 21:03,29.7,66.6
4/28/17 21:03,30.1,66.6
4/28/17 21:03,33,66.6
4/28/17 21:04,28.4,65.5
4/28/17 21:04,33.2,66.6
4/28/17 21:04,30.8,66.6
4/28/17 21:04,31.3,65.5
4/28/17 21:04,32.8,66.6
4/28/17 21:04,28.3,66.1
4/28/17 21:04,35.9,67.7
4/28/17 21:04,29.7,66.6
4/28/17 21:05,31.6,66.6
4/28/17 21:05,31.8,66.6
4/28/17 21:05,29.8,66.6
4/28/17 21:05,34.5,66.6
4/28/17 21:05,29.3,66.1
4/28/17 21:05,31,66.6
4/28/17 21:05,28.8,66.6
4/28/17 21:05,31,66.1
4/28/17 21:06,32.1,66.6
4/28/17 21:06,29.5,66.1
4/28/17 21:06,30.9,65.5
4/28/17 21:06,29.8,66.1
4/28/17 21:06,30.3,65.5
4/28/17 21:06,32.1,65.5
4/28/17 21:06,30.2,65.5
4/28/17 21:06,35.8,66.6
4/28/17 21:07,33.8,66.1
4/28/17 21:07,31.2,66.6
4/28/17 21:07,30.2,65.5
4/28/17 21:07,30.8,66.6
4/28/17 21:07,28.8,66.6
4/28/17 21:07,35.1,66.6
4/28/17 21:07,31,66.6
4/28/17 21:07,28.5,66.1
4/28/17 21:08,30.5,66.1
4/28/17 21:08,30.6,65.5
4/28/17 21:08,30,65.5
4/28/17 21:08,30.5,66.6
4/28/17 21:08,31.6,65.5
4/28/17 21:08,31,66.1
4/28/17 21:08,28.7,65.5
4/28/17 21:08,31,66.6
4/28/17 21:09,32.5,66.6
4/28/17 21:09,29.5,66.6
4/28/17 21:09,30,66.6
4/28/17 21:09,29,66.6
4/28/17 21:09,34,66.1
4/28/17 21:09,29.2,65.5
4/28/17 21:09,30.1,65.5
4/28/17 21:09,30.7,66.6
4/28/17 21:10,30.2,66.6
4/28/17 21:10,33.9,66.6
4/28/17 21:10,29.7,66.1
4/28/17 21:10,32.1,66.6
4/28/17 21:10,47.1,69.8
4/28/17 21:10,39.7,67.7
4/28/17 21:10,39.6,68.2
4/28/17 21:10,28.8,67.1
4/28/17 21:11,33.3,66.6
4/28/17 21:11,34.3,67.7
4/28/17 21:11,35.9,67.1
4/28/17 21:11,39.2,68.8
4/28/17 21:11,41.6,67.7
4/28/17 21:11,33.1,67.7
4/28/17 21:11,28.3,66.6
4/28/17 21:11,30.8,66.6
4/28/17 21:12,30.1,67.1
4/28/17 21:12,29.3,66.6
4/28/17 21:12,30.6,66.6
4/28/17 21:12,29,66.6
4/28/17 21:12,31.2,66.6
4/28/17 21:12,29.4,66.1
4/28/17 21:12,32.3,66.6
4/28/17 21:12,30.8,66.6
4/28/17 21:13,30.5,66.6
4/28/17 21:13,31.7,66.6
4/28/17 21:13,32.9,67.1
4/28/17 21:13,53.8,68.8
4/28/17 21:13,38.4,67.7
4/28/17 21:13,30.5,67.1
4/28/17 21:13,31.4,66.6
4/28/17 21:13,29.2,66.6
4/28/17 21:14,30.1,66.6
4/28/17 21:14,28.2,66.6
4/28/17 21:14,30.8,66.1
4/28/17 21:14,30,66.6
4/28/17 21:14,29.8,66.6
4/28/17 21:14,30.1,66.6
4/28/17 21:14,28.3,65.5
4/28/17 21:14,32.2,66.6
4/28/17 21:15,31.7,66.6
4/28/17 21:15,31.2,66.6
4/28/17 21:15,32.5,66.6
4/28/17 21:15,30.4,66.6
4/28/17 21:15,31.4,66.6
4/28/17 21:15,29.6,66.6
4/28/17 21:15,32.6,66.1
4/28/17 21:15,31.7,66.1
4/28/17 21:16,29.8,66.6
4/28/17 21:16,29.9,66.6
4/28/17 21:16,32.7,66.6
4/28/17 21:16,32.5,66.6
4/28/17 21:16,28.6,66.1
4/28/17 21:16,31.5,66.6
4/28/17 21:16,29.8,66.6
4/28/17 21:16,30,66.6
4/28/17 21:16,31.3,65.5
4/28/17 21:17,28.1,66.1
4/28/17 21:17,31.7,66.6
4/28/17 21:17,31.4,66.6
4/28/17 21:17,32.6,67.1
4/28/17 21:17,29.5,66.6
4/28/17 21:17,29.3,65.5
4/28/17 21:17,33.3,66.6
4/28/17 21:17,30.5,66.1
4/28/17 21:18,31.3,66.6
4/28/17 21:18,28,66.1
4/28/17 21:18,34.6,66.6
4/28/17 21:18,29.5,66.6
4/28/17 21:18,29.6,66.6
4/28/17 21:18,32.1,67.1
4/28/17 21:18,30.8,66.6
4/28/17 21:18,32.7,66.6
4/28/17 21:19,34.2,67.1
4/28/17 21:19,31.1,66.6
4/28/17 21:19,31.4,66.6
4/28/17 21:19,31.9,67.1
4/28/17 21:19,32,66.6
4/28/17 21:19,28.1,66.6
4/28/17 21:19,31.7,66.6
4/28/17 21:19,30.8,66.6
4/28/17 21:20,29.8,66.6
4/28/17 21:20,30.3,66.6
4/28/17 21:20,30.2,66.6
4/28/17 21:20,31.3,67.1
4/28/17 21:20,30.3,66.6
4/28/17 21:20,31,67.1
4/28/17 21:20,34.9,67.7
4/28/17 21:20,31.2,66.1
4/28/17 21:21,34.6,67.1
4/28/17 21:21,29.4,66.6
4/28/17 21:21,30.3,66.6
4/28/17 21:21,31.1,67.7
4/28/17 21:21,29.5,66.6
4/28/17 21:21,30,66.6
4/28/17 21:21,28.7,66.6
4/28/17 21:21,32.6,66.6
4/28/17 21:22,39.7,67.7
4/28/17 21:22,36.9,68.8
4/28/17 21:22,46.2,68.8
4/28/17 21:22,32.9,67.7
4/28/17 21:22,29.8,67.1
4/28/17 21:22,29.8,67.1
4/28/17 21:22,31.6,66.6
4/28/17 21:22,31,66.6
4/28/17 21:23,29.6,66.6
4/28/17 21:23,30.8,66.6
4/28/17 21:23,28.6,66.6
4/28/17 21:23,31.2,66.6
4/28/17 21:23,30.1,67.1
4/28/17 21:23,30.4,66.6
4/28/17 21:23,30.7,66.6
4/28/17 21:23,28.3,66.6
4/28/17 21:24,32.8,67.7
4/28/17 21:24,53.3,70.4
4/28/17 21:24,65.6,72
4/28/17 21:24,62,73.1
4/28/17 21:24,56.8,73.1
4/28/17 21:24,47.8,72
4/28/17 21:24,39,69.8
4/28/17 21:24,32.8,69.3
4/28/17 21:25,30.4,67.7
4/28/17 21:25,31.5,67.7
4/28/17 21:25,31.9,68.8
4/28/17 21:25,33.5,68.2
4/28/17 21:25,32.2,68.2
4/28/17 21:25,29.2,67.7
4/28/17 21:25,30.6,67.7
4/28/17 21:25,31.8,67.7
4/28/17 21:26,29.2,67.7
4/28/17 21:26,31.5,67.7
4/28/17 21:26,32.3,66.6
4/28/17 21:26,30.9,67.7
4/28/17 21:26,28.6,67.7
4/28/17 21:26,31.7,67.7
4/28/17 21:26,28.7,67.1
4/28/17 21:26,32,67.1
4/28/17 21:27,30.8,66.6
4/28/17 21:27,29.8,67.1
4/28/17 21:27,31.6,67.1
4/28/17 21:27,28.6,66.6
4/28/17 21:27,31.3,67.1
4/28/17 21:27,32.9,67.7
4/28/17 21:27,30.2,67.1
4/28/17 21:27,33.3,67.1
4/28/17 21:28,28.5,66.6
4/28/17 21:28,33.3,67.1
4/28/17 21:28,34.1,67.1
4/28/17 21:28,29.8,66.6
4/28/17 21:28,31.8,67.1
4/28/17 21:28,30.4,66.6
4/28/17 21:28,33.2,67.1
4/28/17 21:28,44.3,68.8
4/28/17 21:28,39.9,68.8
4/28/17 21:29,31.6,67.7
4/28/17 21:29,31.1,67.7
4/28/17 21:29,31.8,67.1
4/28/17 21:29,28.6,66.6
4/28/17 21:29,31.8,67.1
4/28/17 21:29,29.5,67.1
4/28/17 21:29,32.4,66.6
4/28/17 21:29,29.5,66.6
4/28/17 21:30,31.5,66.6
4/28/17 21:30,32.4,67.1
4/28/17 21:30,29.4,66.6
4/28/17 21:30,33.2,67.1
4/28/17 21:30,29.9,67.1
4/28/17 21:30,30.8,66.6
4/28/17 21:30,30,67.7
4/28/17 21:30,29.1,66.6
4/28/17 21:31,35.9,67.7
4/28/17 21:31,31.2,66.6
4/28/17 21:31,30,66.6
4/28/17 21:31,31.1,66.6
4/28/17 21:31,31.2,66.6
4/28/17 21:31,29.5,67.1
4/28/17 21:31,30.8,67.1
4/28/17 21:31,32.1,67.7
4/28/17 21:32,29.4,66.6
4/28/17 21:32,30.6,66.6
4/28/17 21:32,28.8,66.6
4/28/17 21:32,30.1,66.6
4/28/17 21:32,32.3,67.7
4/28/17 21:32,31.9,66.6
4/28/17 21:32,32,66.6
4/28/17 21:33,28.2,66.1
4/28/17 21:33,30.5,67.1
4/28/17 21:33,31.2,67.1
4/28/17 21:33,29,66.6
4/28/17 21:33,31.7,67.1
4/28/17 21:33,32.6,68.2
4/28/17 21:33,30,67.1
4/28/17 21:34,33.6,67.1
4/28/17 21:34,28.9,66.6
4/28/17 21:34,30.8,67.1
4/28/17 21:34,28,66.6
4/28/17 21:34,32.8,67.7
4/28/17 21:34,30.8,67.1
4/28/17 21:34,30.6,67.1
4/28/17 21:34,31.4,67.1
4/28/17 21:35,30,67.1
4/28/17 21:35,31.9,67.1
4/28/17 21:35,29.6,66.6
4/28/17 21:35,33.2,67.1
4/28/17 21:35,30.5,67.1
4/28/17 21:35,33.8,66.6
4/28/17 21:35,27.2,66.6
4/28/17 21:35,32.4,67.7
4/28/17 21:35,29.5,67.1
4/28/17 21:36,29.9,67.1
4/28/17 21:36,32.3,66.6
4/28/17 21:36,28.3,67.1
4/28/17 21:36,31.3,66.6
4/28/17 21:36,28.6,67.1
4/28/17 21:36,32.9,67.7
4/28/17 21:36,32.6,66.6
4/28/17 21:36,30.1,67.1
4/28/17 21:37,39,69.3
4/28/17 21:37,29.7,67.1
4/28/17 21:37,29.4,67.1
4/28/17 21:37,30.1,66.6
4/28/17 21:37,32.4,67.7
4/28/17 21:37,27.7,66.6
4/28/17 21:37,33.3,67.1
4/28/17 21:37,29.8,67.1
4/28/17 21:37,32,66.6
4/28/17 21:38,28.6,66.6
4/28/17 21:38,31.6,67.1
4/28/17 21:38,29.2,67.1
4/28/17 21:38,27.9,67.1
4/28/17 21:38,31,67.1
4/28/17 21:38,30.6,66.6
4/28/17 21:38,32.6,66.6
4/28/17 21:38,31,66.1
4/28/17 21:38,31,67.1
4/28/17 21:39,29.8,66.6
4/28/17 21:39,30.8,67.1
4/28/17 21:39,28.1,66.6
4/28/17 21:39,30.2,67.1
4/28/17 21:39,36.8,68.8
4/28/17 21:39,28.9,67.1
4/28/17 21:39,32.2,67.7
4/28/17 21:39,29.2,67.1
4/28/17 21:40,31,67.1
4/28/17 21:40,31.7,67.1
4/28/17 21:40,32.2,66.6
4/28/17 21:40,30,66.6
4/28/17 21:40,32.8,67.1
4/28/17 21:40,30.1,66.6
4/28/17 21:40,29.6,66.6
4/28/17 21:40,33.9,67.1
4/28/17 21:40,34.4,68.8
4/28/17 21:41,49.3,69.3
4/28/17 21:41,33,67.7
4/28/17 21:41,33.7,67.1
4/28/17 21:41,30.3,67.7
4/28/17 21:41,33.9,67.7
4/28/17 21:41,29.9,66.6
4/28/17 21:41,33.3,68.2
4/28/17 21:41,30.7,67.7
4/28/17 21:42,32,67.7
4/28/17 21:42,30.8,67.1
4/28/17 21:42,28.8,66.6
4/28/17 21:42,36.5,68.2
4/28/17 21:42,28.2,67.1
4/28/17 21:42,31.8,67.7
4/28/17 21:42,31.3,66.6
4/28/17 21:42,33,67.7
4/28/17 21:42,31.9,67.1
4/28/17 21:43,32.5,67.1
4/28/17 21:43,30.9,67.7
4/28/17 21:43,30.5,66.6
4/28/17 21:43,32.6,67.1
4/28/17 21:43,28.5,66.6
4/28/17 21:43,31.2,67.1
4/28/17 21:43,28.6,66.6
4/28/17 21:43,31,67.7
4/28/17 21:44,33.1,67.7
4/28/17 21:44,31.4,67.1
4/28/17 21:44,30.5,67.7
4/28/17 21:44,31.3,67.1
4/28/17 21:44,31.4,67.1
4/28/17 21:44,28.3,66.6
4/28/17 21:44,33.1,67.1
4/28/17 21:44,28.7,66.6
4/28/17 21:44,32,66.6
4/28/17 21:45,30.1,66.6
4/28/17 21:45,35,67.1
4/28/17 21:45,33.6,67.7
4/28/17 21:45,30.1,66.6
4/28/17 21:45,31.7,67.7
4/28/17 21:45,31.2,67.1
4/28/17 21:45,32,66.6
4/28/17 21:45,30.7,67.1
4/28/17 21:46,32.2,67.1
4/28/17 21:46,28,66.6
4/28/17 21:46,30.2,66.6
4/28/17 21:46,33.1,66.6
4/28/17 21:46,30.6,66.6
4/28/17 21:46,29.2,66.6
4/28/17 21:46,30.1,67.1
4/28/17 21:46,30.2,67.7
4/28/17 21:46,29.3,67.1
4/28/17 21:47,31.2,67.1
4/28/17 21:47,27.9,66.6
4/28/17 21:47,32.4,67.1
4/28/17 21:47,29.8,66.6
4/28/17 21:47,33.8,67.1
4/28/17 21:47,32.1,66.6
4/28/17 21:47,30.5,66.6
4/28/17 21:47,31.1,67.1
4/28/17 21:48,33.1,67.7
4/28/17 21:48,33.7,67.7
4/28/17 21:48,28.1,66.6
4/28/17 21:48,33.6,67.1
4/28/17 21:48,30.2,66.6
4/28/17 21:48,31.5,66.6
4/28/17 21:48,28.7,66.6
4/28/17 21:48,31.9,66.6
4/28/17 21:48,31.2,67.7
4/28/17 21:49,30.2,67.1
4/28/17 21:49,31.2,67.1
4/28/17 21:49,29.7,66.6
4/28/17 21:49,31.8,67.7
4/28/17 21:49,27.6,66.6
4/28/17 21:49,31.2,67.1
4/28/17 21:49,28.2,66.6
4/28/17 21:49,32.1,67.1
4/28/17 21:50,32.2,67.1
4/28/17 21:50,30.7,66.6
4/28/17 21:50,31.3,67.7
4/28/17 21:50,31.8,67.1
4/28/17 21:50,32.3,67.7
4/28/17 21:50,27.9,67.1
4/28/17 21:50,32.1,66.6
4/28/17 21:50,36.2,68.8
4/28/17 21:50,51.4,70.4
4/28/17 21:51,67.7,72
4/28/17 21:51,59.2,72.5
4/28/17 21:51,54.7,73.1
4/28/17 21:51,57.6,73.1
4/28/17 21:51,57.3,74.1
4/28/17 21:51,49.7,72.5
4/28/17 21:51,37.1,72
4/28/17 21:51,41.1,69.8
4/28/17 21:52,38,70.9
4/28/17 21:52,30.1,69.3
4/28/17 21:52,30.8,68.8
4/28/17 21:52,30,68.2
4/28/17 21:52,30.8,68.8
4/28/17 21:52,28,68.2
4/28/17 21:52,28.7,67.1
4/28/17 21:52,30.9,67.7
4/28/17 21:52,29,67.1
4/28/17 21:53,29.9,67.1
4/28/17 21:53,30.1,67.7
4/28/17 21:53,32.3,67.7
4/28/17 21:53,28.4,67.1
4/28/17 21:53,33.7,67.7
4/28/17 21:53,30.4,67.7
4/28/17 21:53,30.6,67.1
4/28/17 21:53,31.2,67.7
4/28/17 21:53,33.2,67.7
4/28/17 21:54,32.5,68.8
4/28/17 21:54,28.9,67.7
4/28/17 21:54,33.3,67.7
4/28/17 21:54,29.1,66.6
4/28/17 21:54,31.7,67.7
4/28/17 21:54,33.3,67.7
4/28/17 21:54,31.8,68.8
4/28/17 21:54,30,67.7
4/28/17 21:55,31.6,67.7
4/28/17 21:55,30.3,67.1
4/28/17 21:55,30.1,67.7
4/28/17 21:55,31.1,68.2
4/28/17 21:55,29,66.6
4/28/17 21:55,31.8,67.7
4/28/17 21:55,28.6,66.6
4/28/17 21:55,32.7,67.1
4/28/17 21:55,30.6,67.1
4/28/17 21:56,31.3,68.2
4/28/17 21:56,30,67.1
4/28/17 21:56,30.2,66.6
4/28/17 21:56,31.7,67.7
4/28/17 21:56,33,67.7
4/28/17 21:56,34.9,67.7
4/28/17 21:56,29.2,66.6
4/28/17 21:56,32.2,67.7
4/28/17 21:57,29.9,66.6
4/28/17 21:57,30.6,67.7
4/28/17 21:57,31.4,67.7
4/28/17 21:57,28.7,67.1
4/28/17 21:57,37.7,67.7
4/28/17 21:57,30.5,67.7
4/28/17 21:57,31.5,67.1
4/28/17 21:57,28.1,67.7
4/28/17 21:58,32.6,67.7
4/28/17 21:58,29.7,67.1
4/28/17 21:58,32.5,67.1
4/28/17 21:58,33,67.7
4/28/17 21:58,29.1,67.1
4/28/17 21:58,32.1,67.1
4/28/17 21:58,28.4,67.1
4/28/17 21:58,33.2,68.2
4/28/17 21:58,29.2,67.7
4/28/17 21:59,33.2,66.6
4/28/17 21:59,31.7,67.7
4/28/17 21:59,29.8,67.1
4/28/17 21:59,30,67.7
4/28/17 21:59,31.1,66.6
4/28/17 21:59,31.9,68.2
4/28/17 21:59,30.5,66.6
4/28/17 21:59,33.1,67.1
4/28/17 22:00,29.5,66.6
4/28/17 22:00,32,67.7
4/28/17 22:00,30.5,67.7
4/28/17 22:00,35.5,67.7
4/28/17 22:00,29,67.1
4/28/17 22:00,30.8,67.1
4/28/17 22:00,32.3,67.7
4/28/17 22:00,30.1,67.1
4/28/17 22:00,31.2,67.7
4/28/17 22:01,28.9,66.6
4/28/17 22:01,31.9,67.1
4/28/17 22:01,31.6,67.1
4/28/17 22:01,31,67.1
4/28/17 22:01,30.7,66.6
4/28/17 22:01,35.2,67.7
4/28/17 22:01,30,67.1
4/28/17 22:01,29.8,67.1
4/28/17 22:02,32.2,67.1
4/28/17 22:02,29.3,67.1
4/28/17 22:02,32.9,67.1
4/28/17 22:02,28.7,67.1
4/28/17 22:02,32,67.7
4/28/17 22:02,29.1,66.6
4/28/17 22:02,30.3,66.6
4/28/17 22:02,30.3,67.1
4/28/17 22:02,31.5,66.6
4/28/17 22:03,31.4,67.7
4/28/17 22:03,36.3,68.2
4/28/17 22:03,30.3,67.7
4/28/17 22:03,27.2,66.6
4/28/17 22:03,31.6,67.7
4/28/17 22:03,28.7,66.6
4/28/17 22:03,32.8,67.1
4/28/17 22:03,29.4,67.7
4/28/17 22:03,32.8,67.7
4/28/17 22:04,30.4,67.7
4/28/17 22:04,29.6,67.7
4/28/17 22:04,33.2,67.1
4/28/17 22:04,28.5,67.1
4/28/17 22:04,30.7,67.1
4/28/17 22:04,29.9,66.6
4/28/17 22:04,30.8,67.7
4/28/17 22:04,29.2,67.1
4/28/17 22:05,32,67.1
4/28/17 22:05,28.1,66.6
4/28/17 22:05,31.8,67.1
4/28/17 22:05,32.2,67.7
4/28/17 22:05,29.2,67.7
4/28/17 22:05,32.6,67.7
4/28/17 22:05,28.8,66.6
4/28/17 22:05,32.2,67.7
4/28/17 22:05,33.4,68.2
4/28/17 22:06,32,67.1
4/28/17 22:06,29.7,67.1
4/28/17 22:06,31.4,67.1
4/28/17 22:06,30.6,67.7
4/28/17 22:06,30.1,67.1
4/28/17 22:06,32.6,67.7
4/28/17 22:06,30.8,67.1
4/28/17 22:06,31,67.1
4/28/17 22:07,36.6,69.3
4/28/17 22:07,31.7,67.7
4/28/17 22:07,29.7,67.7
4/28/17 22:07,31.3,66.6
4/28/17 22:07,29.7,66.6
4/28/17 22:07,29.6,66.6
4/28/17 22:07,31.1,67.7
4/28/17 22:07,32.2,67.7
4/28/17 22:07,32.6,66.6
4/28/17 22:08,31.2,67.1
4/28/17 22:08,33.7,66.6
4/28/17 22:08,28.9,66.6
4/28/17 22:08,32,67.1
4/28/17 22:08,30.3,67.7
4/28/17 22:08,30.8,66.6
4/28/17 22:08,34.4,68.2
4/28/17 22:08,29,67.1
4/28/17 22:09,33.3,67.7
4/28/17 22:09,28,67.1
4/28/17 22:09,31.5,67.7
4/28/17 22:09,29.6,66.6
4/28/17 22:09,32.9,67.1
4/28/17 22:09,28.6,66.6
4/28/17 22:09,32.6,66.6
4/28/17 22:09,32.2,67.1
4/28/17 22:09,30.4,66.6
4/28/17 22:10,30.8,67.7
